src_qid,dst_qid,relation_type,source_file,src_name,dst_name,depth_from_roots.x,seed_id,src_generation_from_seed,depth_from_roots.y,dst_generation_from_seed,src_depth_from_roots,dst_depth_from_roots
Q92464290,Q102434015,has_father,anc_edges,Jacklyn Gise,Lawrence Preston Gise,1,gen_from_Q92759,NA,2,NA,1,2
Q92464290,Q102434015,has_father,anc_edges,Jacklyn Gise,Lawrence Preston Gise,1,gen_from_Q36215,NA,2,NA,1,2
Q92464290,Q102434015,has_father,anc_edges,Jacklyn Gise,Lawrence Preston Gise,1,gen_from_Q741784,NA,2,NA,1,2
Q92464290,Q102434015,has_father,anc_edges,Jacklyn Gise,Lawrence Preston Gise,1,gen_from_Q736477,NA,2,NA,1,2
Q92464290,Q102434015,has_father,anc_edges,Jacklyn Gise,Lawrence Preston Gise,1,gen_from_Q289571,NA,2,NA,1,2
Q92464290,Q102434015,has_father,anc_edges,Jacklyn Gise,Lawrence Preston Gise,1,gen_from_Q4934,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q312556,1,2,2,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q5284,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q47213,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q92759,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q36215,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q741784,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q736477,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q289571,NA,2,NA,1,2
Q92464290,Q102434144,has_mother,anc_edges,Jacklyn Gise,Mattie Louise Strait,1,gen_from_Q4934,NA,2,NA,1,2
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q312556,2,4,3,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q5284,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q47213,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q92759,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q36215,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q741784,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q736477,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q289571,NA,4,NA,3,4
Q102434217,Q105446586,has_mother,anc_edges,Dolores Pollack,Lillian Margaret Dewall,3,gen_from_Q4934,NA,4,NA,3,4
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q312556,2,3,3,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q5284,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q47213,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q92759,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q36215,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q741784,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q736477,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q289571,NA,3,NA,2,3
Q102434015,Q106630002,has_father,anc_edges,Lawrence Preston Gise,Lloyd Preston Gise,2,gen_from_Q4934,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q312556,2,3,3,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q5284,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q47213,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q92759,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q36215,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q741784,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q736477,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q289571,NA,3,NA,2,3
Q102434015,Q106630003,has_mother,anc_edges,Lawrence Preston Gise,Rebecca Mabel Hall,2,gen_from_Q4934,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q312556,2,3,3,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q5284,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q47213,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q92759,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q36215,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q741784,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q736477,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q289571,NA,3,NA,2,3
Q102434144,Q106630013,has_father,anc_edges,Mattie Louise Strait,Yancy Clarence Straight (Strait),2,gen_from_Q4934,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q312556,2,3,3,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q5284,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q47213,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q92759,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q36215,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q741784,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q736477,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q289571,NA,3,NA,2,3
Q102434144,Q106630015,has_mother,anc_edges,Mattie Louise Strait,Marie A Strait,2,gen_from_Q4934,NA,3,NA,2,3
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q312556,3,4,4,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q5284,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q47213,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q92759,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q36215,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q741784,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q736477,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q289571,NA,4,NA,3,4
Q106630003,Q106630009,has_father,anc_edges,Rebecca Mabel Hall,Thomas King Hall,3,gen_from_Q4934,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q312556,3,4,4,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q5284,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q47213,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q92759,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q36215,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q741784,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q736477,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q289571,NA,4,NA,3,4
Q106630003,Q106630007,has_mother,anc_edges,Rebecca Mabel Hall,Henrietta Trammell,3,gen_from_Q4934,NA,4,NA,3,4
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q312556,3,1,4,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q5284,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q47213,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q92759,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q36215,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q741784,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q736477,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q289571,NA,1,NA,3,1
Q106630013,Q106630017,has_father,anc_edges,Yancy Clarence Straight (Strait),John Joseph Strait,3,gen_from_Q4934,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q312556,3,1,4,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q5284,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q47213,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q92759,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q36215,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q741784,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q736477,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q289571,NA,1,NA,3,1
Q106630013,Q106630018,has_mother,anc_edges,Yancy Clarence Straight (Strait),Martha Eudora Strait,3,gen_from_Q4934,NA,1,NA,3,1
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q312556,4,5,5,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q5284,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q47213,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q92759,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q36215,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q741784,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q736477,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q289571,NA,5,NA,4,5
Q106630009,Q106630021,has_father,anc_edges,Thomas King Hall,Robert Hall,4,gen_from_Q4934,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q312556,4,5,5,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q5284,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q47213,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q92759,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q36215,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q741784,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q736477,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q289571,NA,5,NA,4,5
Q106630009,Q106630022,has_mother,anc_edges,Thomas King Hall,Mary Minerva Polly,4,gen_from_Q4934,NA,5,NA,4,5
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q312556,4,2,5,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q5284,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q47213,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q92759,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q36215,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q741784,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q736477,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q289571,NA,2,NA,1,2
Q106630017,Q106630032,has_father,anc_edges,John Joseph Strait,John Joseph Strait,1,gen_from_Q4934,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q312556,4,2,5,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q5284,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q47213,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q92759,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q36215,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q741784,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q736477,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q289571,NA,2,NA,1,2
Q106630017,Q106630036,has_mother,anc_edges,John Joseph Strait,Mary S. Boyd,1,gen_from_Q4934,NA,2,NA,1,2
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q312556,5,6,6,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q5284,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q47213,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q92759,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q36215,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q741784,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q736477,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q289571,NA,6,NA,5,6
Q106630021,Q106630024,has_father,anc_edges,Robert Hall,James Brown Hall,5,gen_from_Q4934,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q312556,5,6,6,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q5284,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q47213,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q92759,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q36215,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q741784,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q736477,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q289571,NA,6,NA,5,6
Q106630021,Q106630025,has_mother,anc_edges,Robert Hall,Rebecca Hall,5,gen_from_Q4934,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q312556,5,6,6,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q5284,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q47213,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q92759,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q36215,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q741784,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q736477,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q289571,NA,6,NA,5,6
Q106630022,Q106630027,has_father,anc_edges,Mary Minerva Polly,"John Gladden King, Sr",5,gen_from_Q4934,NA,6,NA,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q312556,5,6,6,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q5284,NA,6,NA,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q47213,NA,6,NA,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q92759,NA,6,NA,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q36215,NA,6,NA,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q741784,NA,6,NA,5,6
Q106630022,Q106630028,has_mother,anc_edges,Mary Minerva Polly,Parmelia Millie King,5,gen_from_Q736477,NA,6,NA,5,6
