from,to,type
Q105801465,Q116156741,sibling_any
Q105802183,Q5553473,sibling_any
Q105802183,Q75774933,sibling_any
Q105802227,Q130353227,sibling_any
Q105802227,Q75558031,sibling_any
Q105802227,Q8007582,sibling_any
Q105802227,Q98103245,sibling_any
Q105802227,Q98967083,sibling_any
Q105802227,Q99107561,sibling_any
Q105802962,Q116156741,sibling_any
Q105803167,Q122364575,sibling_any
Q105803167,Q76031800,sibling_any
Q105803167,Q99803789,sibling_any
Q105803190,Q112531178,sibling_any
Q105803190,Q116147659,sibling_any
Q105803190,Q130338909,sibling_any
Q105803190,Q96244030,sibling_any
Q105803191,Q105814399,sibling_any
Q105803191,Q116148115,sibling_any
Q105803193,Q105814350,sibling_any
Q105803199,Q105814234,sibling_any
Q105803199,Q110290760,sibling_any
Q105803199,Q110389233,sibling_any
Q105803199,Q116812709,sibling_any
Q105803199,Q76048583,sibling_any
Q105803199,Q76214402,sibling_any
Q105803199,Q76273231,sibling_any
Q105803203,Q106703058,sibling_any
Q105803203,Q111465022,sibling_any
Q105803204,Q110586133,sibling_any
Q105803204,Q116125148,sibling_any
Q105803204,Q130340641,sibling_any
Q105803205,Q75795926,sibling_any
Q105803208,Q110290218,sibling_any
Q105803208,Q110441380,sibling_any
Q105803208,Q110441484,sibling_any
Q105803208,Q110635115,sibling_any
Q105803208,Q116812674,sibling_any
Q105803208,Q135682229,sibling_any
Q105803208,Q96244059,sibling_any
Q105803208,Q98399850,sibling_any
Q105803210,Q110662599,sibling_any
Q105803210,Q75961237,sibling_any
Q105803219,Q110067802,sibling_any
Q105803219,Q110414097,sibling_any
Q105803219,Q110582273,sibling_any
Q105803219,Q76214389,sibling_any
Q105803226,Q76273226,sibling_any
Q105803227,Q116147489,sibling_any
Q105803228,Q110290323,sibling_any
Q105803228,Q110390618,sibling_any
Q105803228,Q116147485,sibling_any
Q105803228,Q130340340,sibling_any
Q105803228,Q99069899,sibling_any
Q105803228,Q99082619,sibling_any
Q105803230,Q110290381,sibling_any
Q105803230,Q116156581,sibling_any
Q105803230,Q116156604,sibling_any
Q105803230,Q116478545,sibling_any
Q105803230,Q99066709,sibling_any
Q105805051,Q99069983,sibling_any
Q105805204,Q61895870,sibling_any
Q105805206,Q83372603,sibling_any
Q105805964,Q18730241,sibling_any
Q105805964,Q27990227,sibling_any
Q105814234,Q110290760,sibling_any
Q105814234,Q110389233,sibling_any
Q105814234,Q116812709,sibling_any
Q105814234,Q76048583,sibling_any
Q105814234,Q76214402,sibling_any
Q105814234,Q76273231,sibling_any
Q105814299,Q110439571,sibling_any
Q105814299,Q75241252,sibling_any
Q105814299,Q99068428,sibling_any
Q105814299,Q99070448,sibling_any
Q105814328,Q96243998,sibling_any
Q105814336,Q110414098,sibling_any
Q105814336,Q96243838,sibling_any
Q105814336,Q96244022,sibling_any
Q105814336,Q99302473,sibling_any
Q105814392,Q116146762,sibling_any
Q105814392,Q136506456,sibling_any
Q105814392,Q99082569,sibling_any
Q105814399,Q116148115,sibling_any
Q105815259,Q99803961,sibling_any
Q105815261,Q99804153,sibling_any
Q105815865,Q105815877,sibling_any
Q105815865,Q110290363,sibling_any
Q105815865,Q110441818,sibling_any
Q105815865,Q110635799,sibling_any
Q105815865,Q116145528,sibling_any
Q105815865,Q116478520,sibling_any
Q105815865,Q96244056,sibling_any
Q105815865,Q99066781,sibling_any
Q105815874,Q110441308,sibling_any
Q105815874,Q116478542,sibling_any
Q105815874,Q116479724,sibling_any
Q105815874,Q117306877,sibling_any
Q105815874,Q76283072,sibling_any
Q105815877,Q110290363,sibling_any
Q105815877,Q110441818,sibling_any
Q105815877,Q110635799,sibling_any
Q105815877,Q116145528,sibling_any
Q105815877,Q116478520,sibling_any
Q105815877,Q96244056,sibling_any
Q105815877,Q99066781,sibling_any
Q105816792,Q110067038,sibling_any
Q105816792,Q75792222,sibling_any
Q105818329,Q110413550,sibling_any
Q105818329,Q117305996,sibling_any
Q105818329,Q117306787,sibling_any
Q105818329,Q76273185,sibling_any
Q105818329,Q76273211,sibling_any
Q105818329,Q99082491,sibling_any
Q105820812,Q75586469,sibling_any
Q105820812,Q76154814,sibling_any
Q105820812,Q76154864,sibling_any
Q105820812,Q76326562,sibling_any
Q105820812,Q76326564,sibling_any
Q105820812,Q76326566,sibling_any
Q105820812,Q76326567,sibling_any
Q105820812,Q76326569,sibling_any
Q105820812,Q76326571,sibling_any
Q105821250,Q98967081,sibling_any
Q105821280,Q75552096,sibling_any
Q105821280,Q75669363,sibling_any
Q105821280,Q75984685,sibling_any
Q105821280,Q99069929,sibling_any
Q105821280,Q99674956,sibling_any
Q105842388,Q107263388,sibling_any
Q105842388,Q96311655,sibling_any
Q105871915,Q110290124,sibling_any
Q105871915,Q110290650,sibling_any
Q105871915,Q99066727,sibling_any
Q105872025,Q110315923,sibling_any
Q105872441,Q136243199,sibling_any
Q105872441,Q61911816,sibling_any
Q105872441,Q75613020,sibling_any
Q105872441,Q75769369,sibling_any
Q105872441,Q96075964,sibling_any
Q105873237,Q76165866,sibling_any
Q105873559,Q75791771,sibling_any
Q105873559,Q76154931,sibling_any
Q105877768,Q113336067,sibling_any
Q105877768,Q115287292,sibling_any
Q105877768,Q16854048,sibling_any
Q105877768,Q96216128,sibling_any
Q105877768,Q97103884,sibling_any
Q105881952,Q126890776,sibling_any
Q105881952,Q128210460,sibling_any
Q105881952,Q129679148,sibling_any
Q105881952,Q131154569,sibling_any
Q105881956,Q108687502,sibling_any
Q105881957,Q5339478,sibling_any
Q105881957,Q76331526,sibling_any
Q105901127,Q96201228,sibling_any
Q105904625,Q108102597,sibling_any
Q105904628,Q106840898,sibling_any
Q105904628,Q121856312,sibling_any
Q105904628,Q7324902,sibling_any
Q105904628,Q89267333,sibling_any
Q105904628,Q91807710,sibling_any
Q105904628,Q96202293,sibling_any
Q106630013,Q135582897,sibling_any
Q106637360,Q116180393,sibling_any
Q106637360,Q76331285,sibling_any
Q106703058,Q111465022,sibling_any
Q106703060,Q75774984,sibling_any
Q106703060,Q75958840,sibling_any
Q106703520,Q18535667,sibling_any
Q106703520,Q6758768,sibling_any
Q106703520,Q7321853,sibling_any
Q106703520,Q76273220,sibling_any
Q106840898,Q121856312,sibling_any
Q106840898,Q7324902,sibling_any
Q106840898,Q89267333,sibling_any
Q106840898,Q91807710,sibling_any
Q106840898,Q96202293,sibling_any
Q107182874,Q107182881,sibling_any
Q107182874,Q107182930,sibling_any
Q107182874,Q117450284,sibling_any
Q107182874,Q15441072,sibling_any
Q107182881,Q107182930,sibling_any
Q107182881,Q117450284,sibling_any
Q107182881,Q15441072,sibling_any
Q107182892,Q116924148,sibling_any
Q107182892,Q76197509,sibling_any
Q107182892,Q96414252,sibling_any
Q107182892,Q97536585,sibling_any
Q107182892,Q98103768,sibling_any
Q107182929,Q107182982,sibling_any
Q107182929,Q108678485,sibling_any
Q107182929,Q109688636,sibling_any
Q107182929,Q121686207,sibling_any
Q107182929,Q123930131,sibling_any
Q107182929,Q96202585,sibling_any
Q107182930,Q117450284,sibling_any
Q107182930,Q15441072,sibling_any
Q107182982,Q108678485,sibling_any
Q107182982,Q109688636,sibling_any
Q107182982,Q121686207,sibling_any
Q107182982,Q123930131,sibling_any
Q107182982,Q96202585,sibling_any
Q107263364,Q107275540,sibling_any
Q107263364,Q76359829,sibling_any
Q107263364,Q99803980,sibling_any
Q107263368,Q110615670,sibling_any
Q107263368,Q116026824,sibling_any
Q107263368,Q99804021,sibling_any
Q107263388,Q96311655,sibling_any
Q107275528,Q76277952,sibling_any
Q107275528,Q99803765,sibling_any
Q107275540,Q76359829,sibling_any
Q107275540,Q99803980,sibling_any
Q107276596,Q15441865,sibling_any
Q107276596,Q75927711,sibling_any
Q107276596,Q75927714,sibling_any
Q107276596,Q75927717,sibling_any
Q107276596,Q75927719,sibling_any
Q107276596,Q75927722,sibling_any
Q107276596,Q75927725,sibling_any
Q107276596,Q75927726,sibling_any
Q107276596,Q75927729,sibling_any
Q107279015,Q110439078,sibling_any
Q107279015,Q76154818,sibling_any
Q107279015,Q76165879,sibling_any
Q107279039,Q75241193,sibling_any
Q107279081,Q75241175,sibling_any
Q107279081,Q75811436,sibling_any
Q107279081,Q76277946,sibling_any
Q107279081,Q76277947,sibling_any
Q107302831,Q75764614,sibling_any
Q107302831,Q99902210,sibling_any
Q107302831,Q99902308,sibling_any
Q107311251,Q75764741,sibling_any
Q107311251,Q99769232,sibling_any
Q107622034,Q107726773,sibling_any
Q107622034,Q123991823,sibling_any
Q107726773,Q123991823,sibling_any
Q108102593,Q117289934,sibling_any
Q108102593,Q121856383,sibling_any
Q108102593,Q121863279,sibling_any
Q108102593,Q125986300,sibling_any
Q108102593,Q96201241,sibling_any
Q108102594,Q96778288,sibling_any
Q108102594,Q96778436,sibling_any
Q108102594,Q96778504,sibling_any
Q108639142,Q96201211,sibling_any
Q108678485,Q109688636,sibling_any
Q108678485,Q121686207,sibling_any
Q108678485,Q123930131,sibling_any
Q108678485,Q96202585,sibling_any
Q108687426,Q108852636,sibling_any
Q108687426,Q25183361,sibling_any
Q108687426,Q96480382,sibling_any
Q108688237,Q131355888,sibling_any
Q108688237,Q92327581,sibling_any
Q108688237,Q96372447,sibling_any
Q108688237,Q96413885,sibling_any
Q108688237,Q97041384,sibling_any
Q108688237,Q99856316,sibling_any
Q108852634,Q110653616,sibling_any
Q108852634,Q110653629,sibling_any
Q108852634,Q115575022,sibling_any
Q108852634,Q115575171,sibling_any
Q108852634,Q115575390,sibling_any
Q108852634,Q115575415,sibling_any
Q108852634,Q116459886,sibling_any
Q108852634,Q130919959,sibling_any
Q108852634,Q131356643,sibling_any
Q108852636,Q25183361,sibling_any
Q108852636,Q96480382,sibling_any
Q108913086,Q18672778,sibling_any
Q108913086,Q75241183,sibling_any
Q108913086,Q75616820,sibling_any
Q108913086,Q76329294,sibling_any
Q109688636,Q121686207,sibling_any
Q109688636,Q123930131,sibling_any
Q109688636,Q96202585,sibling_any
Q109733549,Q118164050,sibling_any
Q109733549,Q96201184,sibling_any
Q109733549,Q96215902,sibling_any
Q109852879,Q110639014,sibling_any
Q109852879,Q75771276,sibling_any
Q109852879,Q76353305,sibling_any
Q110066650,Q98967523,sibling_any
Q110067038,Q75792222,sibling_any
Q110067063,Q75965997,sibling_any
Q110067063,Q96778118,sibling_any
Q110067527,Q111971814,sibling_any
Q110067527,Q75610279,sibling_any
Q110067527,Q75926168,sibling_any
Q110067527,Q75926346,sibling_any
Q110067527,Q75926350,sibling_any
Q110067527,Q75926351,sibling_any
Q110067527,Q75926456,sibling_any
Q110067527,Q75926799,sibling_any
Q110067527,Q8007044,sibling_any
Q110067748,Q122361445,sibling_any
Q110067748,Q136506456,sibling_any
Q110067748,Q75241245,sibling_any
Q110067779,Q110636352,sibling_any
Q110067779,Q75247595,sibling_any
Q110067779,Q99070276,sibling_any
Q110067802,Q110414097,sibling_any
Q110067802,Q110582273,sibling_any
Q110067802,Q76214389,sibling_any
Q110067840,Q110290322,sibling_any
Q110067840,Q110635335,sibling_any
Q110067840,Q110635733,sibling_any
Q110067840,Q130339177,sibling_any
Q110067840,Q130339229,sibling_any
Q110067841,Q99070370,sibling_any
Q110067846,Q110290615,sibling_any
Q110067846,Q110439568,sibling_any
Q110067846,Q18203821,sibling_any
Q110067846,Q18535667,sibling_any
Q110067846,Q6758768,sibling_any
Q110067846,Q7321853,sibling_any
Q110067846,Q76273220,sibling_any
Q110152890,Q116054596,sibling_any
Q110152890,Q130339412,sibling_any
Q110152890,Q75776431,sibling_any
Q110248869,Q99804028,sibling_any
Q110290123,Q110290362,sibling_any
Q110290123,Q110441495,sibling_any
Q110290123,Q75961234,sibling_any
Q110290124,Q110290650,sibling_any
Q110290124,Q99066727,sibling_any
Q110290140,Q110635570,sibling_any
Q110290140,Q96243991,sibling_any
Q110290212,Q96244002,sibling_any
Q110290213,Q110290595,sibling_any
Q110290213,Q110441759,sibling_any
Q110290213,Q96244053,sibling_any
Q110290213,Q99070237,sibling_any
Q110290214,Q110635525,sibling_any
Q110290214,Q99070343,sibling_any
Q110290218,Q110441380,sibling_any
Q110290218,Q110441484,sibling_any
Q110290218,Q110635115,sibling_any
Q110290218,Q116812674,sibling_any
Q110290218,Q135682229,sibling_any
Q110290218,Q96244059,sibling_any
Q110290218,Q98399850,sibling_any
Q110290288,Q110413433,sibling_any
Q110290288,Q116054866,sibling_any
Q110290288,Q116147728,sibling_any
Q110290288,Q116477835,sibling_any
Q110290288,Q99072497,sibling_any
Q110290288,Q99073219,sibling_any
Q110290321,Q110290420,sibling_any
Q110290321,Q110441357,sibling_any
Q110290321,Q116812713,sibling_any
Q110290322,Q110635335,sibling_any
Q110290322,Q110635733,sibling_any
Q110290322,Q130339177,sibling_any
Q110290322,Q130339229,sibling_any
Q110290323,Q110390618,sibling_any
Q110290323,Q116147485,sibling_any
Q110290323,Q130340340,sibling_any
Q110290323,Q99069899,sibling_any
Q110290323,Q99082619,sibling_any
Q110290324,Q122361552,sibling_any
Q110290325,Q116147488,sibling_any
Q110290362,Q110441495,sibling_any
Q110290362,Q75961234,sibling_any
Q110290363,Q110441818,sibling_any
Q110290363,Q110635799,sibling_any
Q110290363,Q116145528,sibling_any
Q110290363,Q116478520,sibling_any
Q110290363,Q96244056,sibling_any
Q110290363,Q99066781,sibling_any
Q110290366,Q99070287,sibling_any
Q110290367,Q110441439,sibling_any
Q110290367,Q110441477,sibling_any
Q110290367,Q110635206,sibling_any
Q110290367,Q116477683,sibling_any
Q110290367,Q75387589,sibling_any
Q110290369,Q110439565,sibling_any
Q110290369,Q99070028,sibling_any
Q110290369,Q99070143,sibling_any
Q110290374,Q110441561,sibling_any
Q110290374,Q110635333,sibling_any
Q110290374,Q116147758,sibling_any
Q110290374,Q116155939,sibling_any
Q110290374,Q116477987,sibling_any
Q110290374,Q130340475,sibling_any
Q110290374,Q75961232,sibling_any
Q110290377,Q110441345,sibling_any
Q110290377,Q110636637,sibling_any
Q110290377,Q112533675,sibling_any
Q110290377,Q116477955,sibling_any
Q110290377,Q96243995,sibling_any
Q110290381,Q116156581,sibling_any
Q110290381,Q116156604,sibling_any
Q110290381,Q116478545,sibling_any
Q110290381,Q99066709,sibling_any
Q110290420,Q110441357,sibling_any
Q110290420,Q116812713,sibling_any
Q110290444,Q56176617,sibling_any
Q110290444,Q99068480,sibling_any
Q110290447,Q110635332,sibling_any
Q110290447,Q110635724,sibling_any
Q110290447,Q117306894,sibling_any
Q110290447,Q130338874,sibling_any
Q110290447,Q96244000,sibling_any
Q110290447,Q99070408,sibling_any
Q110290454,Q110636771,sibling_any
Q110290455,Q110582467,sibling_any
Q110290456,Q110441347,sibling_any
Q110290456,Q76273228,sibling_any
Q110290457,Q116478782,sibling_any
Q110290457,Q96244025,sibling_any
Q110290457,Q99070430,sibling_any
Q110290488,Q117306773,sibling_any
Q110290488,Q96244009,sibling_any
Q110290595,Q110441759,sibling_any
Q110290595,Q96244053,sibling_any
Q110290595,Q99070237,sibling_any
Q110290615,Q110439568,sibling_any
Q110290615,Q18203821,sibling_any
Q110290615,Q18535667,sibling_any
Q110290615,Q6758768,sibling_any
Q110290615,Q7321853,sibling_any
Q110290615,Q76273220,sibling_any
Q110290650,Q99066727,sibling_any
Q110290732,Q117307150,sibling_any
Q110290732,Q130648366,sibling_any
Q110290732,Q18821787,sibling_any
Q110290732,Q76214372,sibling_any
Q110290732,Q76214373,sibling_any
Q110290760,Q110389233,sibling_any
Q110290760,Q116812709,sibling_any
Q110290760,Q76048583,sibling_any
Q110290760,Q76214402,sibling_any
Q110290760,Q76273231,sibling_any
Q110314384,Q112382969,sibling_any
Q110314384,Q98967073,sibling_any
Q110315639,Q116145424,sibling_any
Q110315639,Q58327962,sibling_any
Q110315639,Q90177625,sibling_any
Q110315640,Q75241204,sibling_any
Q110315640,Q76322600,sibling_any
Q110315640,Q96318406,sibling_any
Q110388260,Q99804061,sibling_any
Q110388713,Q96244029,sibling_any
Q110388713,Q99068529,sibling_any
Q110388809,Q75241251,sibling_any
Q110388809,Q75958880,sibling_any
Q110389233,Q116812709,sibling_any
Q110389233,Q76048583,sibling_any
Q110389233,Q76214402,sibling_any
Q110389233,Q76273231,sibling_any
Q110390618,Q116147485,sibling_any
Q110390618,Q130340340,sibling_any
Q110390618,Q99069899,sibling_any
Q110390618,Q99082619,sibling_any
Q110395388,Q116042288,sibling_any
Q110395388,Q75241165,sibling_any
Q110395388,Q75387414,sibling_any
Q110395388,Q75565176,sibling_any
Q110398821,Q75794120,sibling_any
Q110398821,Q76241015,sibling_any
Q110398821,Q99804002,sibling_any
Q110413433,Q116054866,sibling_any
Q110413433,Q116147728,sibling_any
Q110413433,Q116477835,sibling_any
Q110413433,Q99072497,sibling_any
Q110413433,Q99073219,sibling_any
Q110413550,Q117305996,sibling_any
Q110413550,Q117306787,sibling_any
Q110413550,Q76273185,sibling_any
Q110413550,Q76273211,sibling_any
Q110413550,Q99082491,sibling_any
Q110413620,Q76273222,sibling_any
Q110414057,Q116146711,sibling_any
Q110414057,Q116155953,sibling_any
Q110414057,Q130358745,sibling_any
Q110414057,Q130358785,sibling_any
Q110414057,Q131347206,sibling_any
Q110414057,Q133461301,sibling_any
Q110414057,Q96244028,sibling_any
Q110414097,Q110582273,sibling_any
Q110414097,Q76214389,sibling_any
Q110414098,Q96243838,sibling_any
Q110414098,Q96244022,sibling_any
Q110414098,Q99302473,sibling_any
Q110427118,Q75926796,sibling_any
Q110427118,Q98967062,sibling_any
Q110439050,Q136336570,sibling_any
Q110439050,Q6256452,sibling_any
Q110439050,Q76153757,sibling_any
Q110439050,Q76323842,sibling_any
Q110439078,Q76154818,sibling_any
Q110439078,Q76165879,sibling_any
Q110439565,Q99070028,sibling_any
Q110439565,Q99070143,sibling_any
Q110439568,Q18203821,sibling_any
Q110439568,Q18535667,sibling_any
Q110439568,Q6758768,sibling_any
Q110439568,Q7321853,sibling_any
Q110439568,Q76273220,sibling_any
Q110439571,Q75241252,sibling_any
Q110439571,Q99068428,sibling_any
Q110439571,Q99070448,sibling_any
Q110440649,Q99803842,sibling_any
Q110441294,Q99069827,sibling_any
Q110441300,Q110441302,sibling_any
Q110441300,Q110441662,sibling_any
Q110441300,Q116479588,sibling_any
Q110441300,Q130358908,sibling_any
Q110441300,Q99070397,sibling_any
Q110441302,Q110441662,sibling_any
Q110441302,Q116479588,sibling_any
Q110441302,Q130358908,sibling_any
Q110441302,Q99070397,sibling_any
Q110441308,Q116478542,sibling_any
Q110441308,Q116479724,sibling_any
Q110441308,Q117306877,sibling_any
Q110441308,Q76283072,sibling_any
Q110441345,Q110636637,sibling_any
Q110441345,Q112533675,sibling_any
Q110441345,Q116477955,sibling_any
Q110441345,Q96243995,sibling_any
Q110441347,Q76273228,sibling_any
Q110441357,Q116812713,sibling_any
Q110441380,Q110441484,sibling_any
Q110441380,Q110635115,sibling_any
Q110441380,Q116812674,sibling_any
Q110441380,Q135682229,sibling_any
Q110441380,Q96244059,sibling_any
Q110441380,Q98399850,sibling_any
Q110441439,Q110441477,sibling_any
Q110441439,Q110635206,sibling_any
Q110441439,Q116477683,sibling_any
Q110441439,Q75387589,sibling_any
Q110441477,Q110635206,sibling_any
Q110441477,Q116477683,sibling_any
Q110441477,Q75387589,sibling_any
Q110441484,Q110635115,sibling_any
Q110441484,Q116812674,sibling_any
Q110441484,Q135682229,sibling_any
Q110441484,Q96244059,sibling_any
Q110441484,Q98399850,sibling_any
Q110441495,Q75961234,sibling_any
Q110441504,Q117306898,sibling_any
Q110441504,Q99070269,sibling_any
Q110441561,Q110635333,sibling_any
Q110441561,Q116147758,sibling_any
Q110441561,Q116155939,sibling_any
Q110441561,Q116477987,sibling_any
Q110441561,Q117306996,sibling_any
Q110441561,Q130340470,sibling_any
Q110441561,Q130340475,sibling_any
Q110441561,Q75961232,sibling_any
Q110441662,Q116479588,sibling_any
Q110441662,Q130358908,sibling_any
Q110441662,Q99070397,sibling_any
Q110441723,Q75961229,sibling_any
Q110441759,Q96244053,sibling_any
Q110441759,Q99070237,sibling_any
Q110441818,Q110635799,sibling_any
Q110441818,Q116145528,sibling_any
Q110441818,Q116478520,sibling_any
Q110441818,Q96244056,sibling_any
Q110441818,Q99066781,sibling_any
Q110441833,Q99070243,sibling_any
Q110441833,Q99070257,sibling_any
Q110507661,Q99804269,sibling_any
Q110521016,Q51862057,sibling_any
Q110521016,Q61962932,sibling_any
Q110521016,Q75299012,sibling_any
Q110521016,Q76154646,sibling_any
Q110526216,Q75443653,sibling_any
Q110582255,Q75552091,sibling_any
Q110582255,Q76331438,sibling_any
Q110582273,Q76214389,sibling_any
Q110586133,Q116125148,sibling_any
Q110586133,Q130340641,sibling_any
Q110615670,Q116026824,sibling_any
Q110615670,Q99804021,sibling_any
Q110615916,Q99803952,sibling_any
Q110635115,Q116812674,sibling_any
Q110635115,Q135682229,sibling_any
Q110635115,Q96244059,sibling_any
Q110635115,Q98399850,sibling_any
Q110635170,Q7329644,sibling_any
Q110635203,Q75961225,sibling_any
Q110635203,Q99070257,sibling_any
Q110635206,Q116477683,sibling_any
Q110635206,Q75387589,sibling_any
Q110635290,Q96244032,sibling_any
Q110635332,Q110635724,sibling_any
Q110635332,Q117306894,sibling_any
Q110635332,Q130338874,sibling_any
Q110635332,Q96244000,sibling_any
Q110635332,Q99070408,sibling_any
Q110635333,Q116147758,sibling_any
Q110635333,Q116155939,sibling_any
Q110635333,Q116477987,sibling_any
Q110635333,Q130340475,sibling_any
Q110635333,Q75961232,sibling_any
Q110635335,Q110635733,sibling_any
Q110635335,Q130339177,sibling_any
Q110635335,Q130339229,sibling_any
Q110635525,Q99070343,sibling_any
Q110635570,Q96243991,sibling_any
Q110635724,Q117306894,sibling_any
Q110635724,Q130338874,sibling_any
Q110635724,Q96244000,sibling_any
Q110635724,Q99070408,sibling_any
Q110635733,Q130339177,sibling_any
Q110635733,Q130339229,sibling_any
Q110635735,Q99070363,sibling_any
Q110635799,Q116145528,sibling_any
Q110635799,Q116478520,sibling_any
Q110635799,Q96244056,sibling_any
Q110635799,Q99066781,sibling_any
Q110636352,Q75247595,sibling_any
Q110636352,Q99070276,sibling_any
Q110636355,Q116478530,sibling_any
Q110636355,Q96244038,sibling_any
Q110636509,Q110637025,sibling_any
Q110636509,Q99066717,sibling_any
Q110636509,Q99070297,sibling_any
Q110636637,Q112533675,sibling_any
Q110636637,Q116477955,sibling_any
Q110636637,Q96243995,sibling_any
Q110636843,Q7351373,sibling_any
Q110636843,Q76048561,sibling_any
Q110636843,Q99070350,sibling_any
Q110636987,Q76214393,sibling_any
Q110636987,Q96244019,sibling_any
Q110637025,Q99066717,sibling_any
Q110637025,Q99070297,sibling_any
Q110637470,Q116108311,sibling_any
Q110639014,Q75771276,sibling_any
Q110639014,Q76353305,sibling_any
Q110653616,Q110653629,sibling_any
Q110653616,Q115575022,sibling_any
Q110653616,Q115575171,sibling_any
Q110653616,Q115575390,sibling_any
Q110653616,Q115575415,sibling_any
Q110653616,Q116459886,sibling_any
Q110653616,Q130919959,sibling_any
Q110653616,Q131356643,sibling_any
Q110653629,Q115575022,sibling_any
Q110653629,Q115575171,sibling_any
Q110653629,Q115575390,sibling_any
Q110653629,Q115575415,sibling_any
Q110653629,Q116459886,sibling_any
Q110653629,Q130919959,sibling_any
Q110653629,Q131356643,sibling_any
Q110662599,Q75961237,sibling_any
Q110730675,Q61911767,sibling_any
Q111452933,Q26218366,sibling_any
Q111452933,Q27956858,sibling_any
Q111452933,Q75420128,sibling_any
Q111452933,Q75420130,sibling_any
Q111452933,Q76008792,sibling_any
Q111452933,Q76008794,sibling_any
Q111452933,Q76008795,sibling_any
Q111452933,Q7607464,sibling_any
Q111452933,Q98967174,sibling_any
Q111466622,Q7529771,sibling_any
Q111466622,Q75826767,sibling_any
Q111466622,Q76332923,sibling_any
Q111466622,Q76332924,sibling_any
Q111525144,Q99804378,sibling_any
Q111863595,Q18922323,sibling_any
Q111863595,Q98967076,sibling_any
Q111917395,Q75764741,sibling_any
Q111917395,Q99769232,sibling_any
Q111971814,Q75610279,sibling_any
Q111971814,Q75926168,sibling_any
Q111971814,Q75926346,sibling_any
Q111971814,Q75926350,sibling_any
Q111971814,Q75926351,sibling_any
Q111971814,Q75926456,sibling_any
Q111971814,Q75926799,sibling_any
Q111971814,Q8007044,sibling_any
Q111996102,Q75794116,sibling_any
Q112219957,Q114436518,sibling_any
Q112219957,Q75508292,sibling_any
Q112219957,Q96197983,sibling_any
Q112219957,Q96198426,sibling_any
Q112219957,Q96198428,sibling_any
Q112219957,Q96337991,sibling_any
Q112219957,Q96338043,sibling_any
Q112382716,Q75793830,sibling_any
Q112382969,Q98967073,sibling_any
Q112382975,Q75248236,sibling_any
Q112382975,Q76253975,sibling_any
Q112531178,Q116147659,sibling_any
Q112531178,Q130338909,sibling_any
Q112531178,Q96244030,sibling_any
Q112533675,Q116477955,sibling_any
Q112533675,Q96243995,sibling_any
Q112943051,Q127227267,sibling_any
Q112943051,Q52846541,sibling_any
Q112943051,Q5343554,sibling_any
Q112943139,Q75400614,sibling_any
Q113336067,Q115287292,sibling_any
Q113336067,Q16854048,sibling_any
Q113336067,Q96216128,sibling_any
Q113336067,Q97103884,sibling_any
Q114341842,Q114797156,sibling_any
Q114341842,Q114797165,sibling_any
Q114341842,Q114797199,sibling_any
Q114341842,Q124049000,sibling_any
Q114341842,Q126681359,sibling_any
Q114341843,Q75765694,sibling_any
Q114341843,Q96199083,sibling_any
Q114341843,Q98422877,sibling_any
Q114436518,Q75508292,sibling_any
Q114436518,Q96197983,sibling_any
Q114436518,Q96198426,sibling_any
Q114436518,Q96198428,sibling_any
Q114436518,Q96337991,sibling_any
Q114436518,Q96338043,sibling_any
Q114797128,Q114797157,sibling_any
Q114797128,Q114797208,sibling_any
Q114797128,Q114797209,sibling_any
Q114797128,Q119010127,sibling_any
Q114797128,Q124744652,sibling_any
Q114797128,Q96777045,sibling_any
Q114797156,Q114797165,sibling_any
Q114797156,Q114797199,sibling_any
Q114797156,Q124049000,sibling_any
Q114797156,Q126681359,sibling_any
Q114797157,Q114797208,sibling_any
Q114797157,Q114797209,sibling_any
Q114797157,Q119010127,sibling_any
Q114797157,Q124744652,sibling_any
Q114797157,Q96777045,sibling_any
Q114797163,Q129194160,sibling_any
Q114797165,Q114797199,sibling_any
Q114797165,Q124049000,sibling_any
Q114797165,Q126681359,sibling_any
Q114797199,Q124049000,sibling_any
Q114797199,Q126681359,sibling_any
Q114797208,Q114797209,sibling_any
Q114797208,Q119010127,sibling_any
Q114797208,Q124744652,sibling_any
Q114797208,Q96777045,sibling_any
Q114797209,Q119010127,sibling_any
Q114797209,Q124744652,sibling_any
Q114797209,Q96777045,sibling_any
Q114797984,Q96305877,sibling_any
Q114832034,Q115779527,sibling_any
Q114832034,Q99600447,sibling_any
Q115287292,Q16854048,sibling_any
Q115287292,Q96216128,sibling_any
Q115287292,Q97103884,sibling_any
Q115563954,Q131366956,sibling_any
Q115563954,Q75765858,sibling_any
Q115573795,Q115655966,sibling_any
Q115573795,Q115656448,sibling_any
Q115573795,Q115861033,sibling_any
Q115573795,Q115904050,sibling_any
Q115573795,Q129910745,sibling_any
Q115573795,Q131369585,sibling_any
Q115573795,Q97094276,sibling_any
Q115575022,Q115575171,sibling_any
Q115575022,Q115575390,sibling_any
Q115575022,Q115575415,sibling_any
Q115575022,Q116459886,sibling_any
Q115575022,Q130919959,sibling_any
Q115575022,Q131356643,sibling_any
Q115575170,Q96216562,sibling_any
Q115575171,Q115575390,sibling_any
Q115575171,Q115575415,sibling_any
Q115575171,Q116459886,sibling_any
Q115575171,Q130919959,sibling_any
Q115575171,Q131356643,sibling_any
Q115575390,Q115575415,sibling_any
